01001,11110,4
01001,11111,3
01010,00000,2
01010,00001,3
01010,00010,1
01010,00011,2
01010,00100,3
01010,00101,4
01010,00110,2
01010,00111,3
01010,01000,1
01010,01001,2
01010,01010,0
01010,01011,1
01010,01100,2
01010,01101,3
01010,01110,1
01010,01111,2
01010,10000,3
01010,10001,4
01010,10010,2
01010,10011,3
01010,10100,4
01010,10101,5
01010,10110,3
01010,10111,4
01010,11000,2
01010,11001,3
01010,11010,1
01010,11011,2
01010,11100,3
01010,11101,4
01010,11110,2
01010,11111,3
01011,00000,3
01011,00001,2
01011,00010,2
01011,00011,1
01011,00100,4
01011,00101,3
01011,00110,3
01011,00111,2
01011,01000,2
01011,01001,1
01011,01010,1
01011,01011,0
01011,01100,3
01011,01101,2
01011,01110,2
01011,01111,1
01011,10000,4
01011,10001,3
01011,10010,3
01011,10011,2
01011,10100,5
01011,10101,4
01011,10110,4
01011,10111,3
01011,11000,3
01011,11001,2
01011,11010,2
01011,11011,1
01011,11100,4
01011,11101,3
01011,11110,3
01011,11111,2
01100,00000,2
01100,00001,3
01100,00010,3
01100,00011,4
01100,00100,1
01100,00101,2
01100,00110,2
01100,00111,3
01100,01000,1
01100,01001,2
01100,01010,2
01100,01011,3
01100,01100,0
01100,01101,1
01100,01110,1
01100,01111,2
01100,10000,3
01100,10001,4
01100,10010,4
01100,10011,5
01100,10100,2
01100,10101,3
01100,10110,3
01100,10111,4
01100,11000,2
01100,11001,3
01100,11010,3
01100,11011,4
01100,11100,1
01100,11101,2
01100,11110,2
01100,11111,3
01101,00000,3
01101,00001,2
01101,00010,4
01101,00011,3
01101,00100,2
01101,00101,1
01101,00110,3
01101,00111,2
01101,01000,2
01101,01001,1
01101,01010,3
01101,01011,2
01101,01100,1
01101,01101,0
01101,01110,2
01101,01111,1
01101,10000,4
01101,10001,3
01101,10010,5
01101,10011,4
01101,10100,3
01101,10101,2
01101,10110,4
01101,10111,3
01101,11000,3
01101,11001,2
01101,11010,4
01101,11011,3
01101,11100,2
01101,11101,1
01101,11110,3
01101,11111,2
01110,00000,3
01110,00001,4
01110,00010,2
01110,00011,3
01110,00100,2
01110,00101,3
01110,00110,1
01110,00111,2
01110,01000,2
01110,01001,3
01110,01010,1
01110,01011,2
01110,01100,1
01110,01101,2
01110,01110,0
01110,01111,1
01110,10000,4
01110,10001,5
01110,10010,3
01110,10011,4
01110,10100,3
01110,10101,4
01110,10110,2
01110,10111,3
01110,11000,3
01110,11001,4
01110,11010,2
01110,11011,3
01110,11100,2
01110,11101,3
01110,11110,1
01110,11111,2
01111,00000,4
01111,00001,3
01111,00010,3
01111,00011,2
01111,00100,3
01111,00101,2
01111,00110,2
01111,00111,1
01111,01000,3
01111,01001,2
01111,01010,2
01111,01011,1
01111,01100,2
01111,01101,1
01111,01110,1
01111,01111,0
01111,10000,5
01111,10001,4
01111,10010,4
01111,10011,3
